id;prenom;nom;region;fonction;organisme;actif;Email
8908;Frank;White;8;Editor;Massive Dynamic;TRUE;frank.white8908@example.com
5311;Grace;Scott;6;Developer;Massive Dynamic;TRUE;grace.scott5311@example.com
6464;Carol;Green;2;Support;Pied Piper;TRUE;carol.green6464@example.com
7070;Frank;Taylor;6;Editor;Umbrella;TRUE;frank.taylor7070@example.com
9844;Irene;Green;1;Developer;Globex;TRUE;irene.green9844@example.com
1460;Wendy;Wright;14;Admin;Hooli;TRUE;wendy.wright1460@example.com
1932;Bob;Martinez;4;Admin;Vandelay Industries;TRUE;bob.martinez1932@example.com
1023;Mia;Garcia;10;Developer;Vandelay Industries;TRUE;mia.garcia1023@example.com
1501;Nathan;Anderson;4;Analyst;Acme Corp;TRUE;nathan.anderson1501@example.com
6854;Sam;King;14;Viewer;Dunder Mifflin;FALSE;sam.king6854@example.com
8205;Yara;Brown;15;Support;Massive Dynamic;TRUE;yara.brown8205@example.com
814;Irene;Wright;8;Analyst;Globex;TRUE;irene.wright814@example.com
6691;Henry;Garcia;8;Support;Hooli;TRUE;henry.garcia6691@example.com
509;Jack;Scott;13;Analyst;Acme Corp;FALSE;jack.scott509@example.com
6743;Mia;Jackson;8;Analyst;Vandelay Industries;TRUE;mia.jackson6743@example.com
5178;Tina;Baker;12;Manager;Soylent Corp;TRUE;tina.baker5178@example.com
3036;Quinn;Davis;13;Editor;Acme Corp;TRUE;quinn.davis3036@example.com
9774;Xavier;Moore;12;Admin;Massive Dynamic;TRUE;xavier.moore9774@example.com
2098;Uma;Garcia;4;Viewer;Massive Dynamic;FALSE;uma.garcia2098@example.com
3533;Quinn;Smith;16;Admin;Soylent Corp;TRUE;quinn.smith3533@example.com
5157;Karen;Wilson;1;Admin;Pied Piper;TRUE;karen.wilson5157@example.com
8878;Karen;Harris;16;Developer;Acme Corp;TRUE;karen.harris8878@example.com
943;Carol;Thomas;17;Support;Umbrella;TRUE;carol.thomas943@example.com
1637;Uma;Garcia;13;Admin;Umbrella;FALSE;uma.garcia1637@example.com
6932;Quinn;Anderson;10;Developer;Initech;TRUE;quinn.anderson6932@example.com
3315;Quinn;Harris;11;Admin;Globex;TRUE;quinn.harris3315@example.com
7554;Henry;Harris;12;Analyst;Vandelay Industries;TRUE;henry.harris7554@example.com
638;Quinn;Jackson;4;Support;Dunder Mifflin;FALSE;quinn.jackson638@example.com
9529;Frank;Green;6;Admin;Initech;FALSE;frank.green9529@example.com
6681;Grace;Jones;1;Developer;Soylent Corp;FALSE;grace.jones6681@example.com
7776;Leo;Jones;7;Viewer;Umbrella;TRUE;leo.jones7776@example.com
4493;Mia;Young;12;Manager;Hooli;TRUE;mia.young4493@example.com
8870;Eva;Garcia;12;Analyst;Vandelay Industries;TRUE;eva.garcia8870@example.com
3099;Victor;Davis;3;Support;Hooli;TRUE;victor.davis3099@example.com
8018;Victor;White;11;Viewer;Vandelay Industries;FALSE;victor.white8018@example.com
2363;Karen;Harris;10;Developer;Vandelay Industries;TRUE;karen.harris2363@example.com
8008;Frank;Johnson;1;Manager;Dunder Mifflin;TRUE;frank.johnson8008@example.com
9109;Uma;Jackson;10;Analyst;Soylent Corp;TRUE;uma.jackson9109@example.com
3281;Paul;Anderson;13;Support;Massive Dynamic;TRUE;paul.anderson3281@example.com
2623;Yara;Brown;15;Admin;Acme Corp;TRUE;yara.brown2623@example.com
1049;Alice;King;1;Editor;Soylent Corp;TRUE;alice.king1049@example.com
6121;Bob;Wilson;16;Support;Dunder Mifflin;TRUE;bob.wilson6121@example.com
2564;Henry;King;6;Manager;Initech;TRUE;henry.king2564@example.com
4455;Alice;Williams;11;Developer;Hooli;TRUE;alice.williams4455@example.com
6209;Leo;Brown;11;Support;Initech;TRUE;leo.brown6209@example.com
9032;Karen;Thomas;12;Support;Umbrella;TRUE;karen.thomas9032@example.com
5200;Quinn;Williams;6;Analyst;Massive Dynamic;FALSE;quinn.williams5200@example.com
7667;Karen;Smith;9;Manager;Soylent Corp;FALSE;karen.smith7667@example.com
1624;Zach;Allen;11;Manager;Pied Piper;TRUE;zach.allen1624@example.com
7588;Henry;Martin;9;Admin;Umbrella;TRUE;henry.martin7588@example.com
5557;Jack;Martin;15;Developer;Globex;FALSE;jack.martin5557@example.com
8717;Jack;Thomas;4;Developer;Dunder Mifflin;TRUE;jack.thomas8717@example.com
1457;Carol;Miller;3;Analyst;Hooli;TRUE;carol.miller1457@example.com
415;Karen;Miller;18;Developer;Umbrella;FALSE;karen.miller415@example.com
2400;Uma;Harris;12;Admin;Hooli;FALSE;uma.harris2400@example.com
3771;Carol;Miller;9;Manager;Hooli;TRUE;carol.miller3771@example.com
8710;Henry;Martin;15;Viewer;Dunder Mifflin;TRUE;henry.martin8710@example.com
5150;David;King;18;Editor;Globex;TRUE;david.king5150@example.com
3222;Quinn;Thompson;12;Viewer;Globex;TRUE;quinn.thompson3222@example.com
2970;Victor;Thomas;9;Manager;Hooli;TRUE;victor.thomas2970@example.com
8569;Irene;Allen;6;Analyst;Hooli;FALSE;irene.allen8569@example.com
8360;Victor;Taylor;8;Manager;Initech;FALSE;victor.taylor8360@example.com
1698;Mia;Moore;6;Admin;Dunder Mifflin;TRUE;mia.moore1698@example.com
5545;Irene;Anderson;1;Support;Massive Dynamic;FALSE;irene.anderson5545@example.com
5085;David;Jackson;5;Support;Hooli;TRUE;david.jackson5085@example.com
5663;Zach;Green;11;Admin;Hooli;TRUE;zach.green5663@example.com
7743;Eva;Wilson;8;Analyst;Umbrella;TRUE;eva.wilson7743@example.com
3142;Grace;Moore;5;Analyst;Pied Piper;TRUE;grace.moore3142@example.com
1542;Henry;Miller;13;Support;Dunder Mifflin;TRUE;henry.miller1542@example.com
3790;Karen;Green;5;Support;Massive Dynamic;TRUE;karen.green3790@example.com
388;Sam;Wright;7;Manager;Soylent Corp;TRUE;sam.wright388@example.com
8518;Zach;Johnson;9;Support;Hooli;TRUE;zach.johnson8518@example.com
1040;Jack;King;17;Support;Globex;TRUE;jack.king1040@example.com
7238;Irene;Thomas;11;Developer;Massive Dynamic;TRUE;irene.thomas7238@example.com
4141;Zach;Williams;3;Support;Acme Corp;FALSE;zach.williams4141@example.com
4684;Quinn;Smith;15;Admin;Hooli;TRUE;quinn.smith4684@example.com
784;Quinn;Jackson;11;Support;Acme Corp;TRUE;quinn.jackson784@example.com
6786;Mia;Jackson;13;Editor;Initech;TRUE;mia.jackson6786@example.com
3168;Nathan;Williams;5;Admin;Hooli;FALSE;nathan.williams3168@example.com
1509;Wendy;Jackson;1;Admin;Massive Dynamic;TRUE;wendy.jackson1509@example.com
1992;Nathan;White;16;Support;Hooli;FALSE;nathan.white1992@example.com
8767;Eva;Brown;5;Developer;Globex;FALSE;eva.brown8767@example.com
2169;Bob;Martin;1;Analyst;Massive Dynamic;TRUE;bob.martin2169@example.com
6631;Eva;White;3;Developer;Vandelay Industries;TRUE;eva.white6631@example.com
2552;Irene;Taylor;1;Viewer;Massive Dynamic;FALSE;irene.taylor2552@example.com
8764;Grace;Johnson;11;Support;Hooli;FALSE;grace.johnson8764@example.com
5487;Sam;Williams;5;Developer;Hooli;TRUE;sam.williams5487@example.com
8512;Nathan;Scott;9;Editor;Massive Dynamic;TRUE;nathan.scott8512@example.com
226;Wendy;Martinez;1;Developer;Dunder Mifflin;TRUE;wendy.martinez226@example.com
5950;Olivia;Jackson;12;Support;Massive Dynamic;TRUE;olivia.jackson5950@example.com
7788;Leo;Johnson;17;Admin;Soylent Corp;TRUE;leo.johnson7788@example.com
9857;Paul;Harris;12;Admin;Initech;FALSE;paul.harris9857@example.com
3350;Tina;Green;3;Support;Acme Corp;TRUE;tina.green3350@example.com
3738;Wendy;Wilson;9;Viewer;Globex;TRUE;wendy.wilson3738@example.com
403;Sam;Martin;6;Admin;Vandelay Industries;FALSE;sam.martin403@example.com
6564;David;Garcia;1;Support;Umbrella;TRUE;david.garcia6564@example.com
4690;Xavier;Jackson;7;Analyst;Vandelay Industries;TRUE;xavier.jackson4690@example.com
1412;Zach;Wright;17;Admin;Dunder Mifflin;TRUE;zach.wright1412@example.com
6520;Rachel;Taylor;11;Manager;Hooli;TRUE;rachel.taylor6520@example.com
5935;Tina;Wright;1;Editor;Vandelay Industries;FALSE;tina.wright5935@example.com
4193;Karen;Allen;15;Manager;Soylent Corp;TRUE;karen.allen4193@example.com
7289;Quinn;Scott;11;Editor;Globex;TRUE;quinn.scott7289@example.com
9477;Victor;Martinez;14;Analyst;Vandelay Industries;TRUE;victor.martinez9477@example.com
3414;Tina;Allen;9;Viewer;Massive Dynamic;FALSE;tina.allen3414@example.com
6886;Rachel;Baker;8;Manager;Globex;TRUE;rachel.baker6886@example.com
6844;Karen;Williams;2;Manager;Hooli;TRUE;karen.williams6844@example.com
485;Zach;Jackson;9;Support;Vandelay Industries;TRUE;zach.jackson485@example.com
5524;Yara;Taylor;5;Viewer;Globex;TRUE;yara.taylor5524@example.com
4865;Victor;Taylor;18;Admin;Umbrella;TRUE;victor.taylor4865@example.com
8061;Victor;Davis;15;Manager;Pied Piper;TRUE;victor.davis8061@example.com
1041;Frank;Jones;7;Viewer;Dunder Mifflin;TRUE;frank.jones1041@example.com
8920;Frank;Smith;16;Manager;Soylent Corp;TRUE;frank.smith8920@example.com
1303;Bob;Anderson;13;Support;Hooli;TRUE;bob.anderson1303@example.com
2785;Rachel;White;9;Support;Globex;FALSE;rachel.white2785@example.com
248;Victor;Jones;4;Editor;Soylent Corp;TRUE;victor.jones248@example.com
2903;Sam;Miller;14;Editor;Umbrella;TRUE;sam.miller2903@example.com
1681;Nathan;King;3;Manager;Massive Dynamic;FALSE;nathan.king1681@example.com
79;Leo;Wright;5;Admin;Massive Dynamic;TRUE;leo.wright79@example.com
8918;Carol;Green;14;Editor;Soylent Corp;TRUE;carol.green8918@example.com
6995;Rachel;King;14;Viewer;Massive Dynamic;TRUE;rachel.king6995@example.com
6158;Irene;Thompson;4;Admin;Acme Corp;TRUE;irene.thompson6158@example.com
5217;Nathan;Johnson;2;Developer;Soylent Corp;TRUE;nathan.johnson5217@example.com
9490;Yara;Brown;2;Admin;Massive Dynamic;TRUE;yara.brown9490@example.com
950;Xavier;Davis;11;Analyst;Initech;FALSE;xavier.davis950@example.com
9172;Uma;Thomas;9;Manager;Vandelay Industries;FALSE;uma.thomas9172@example.com
4043;Leo;Johnson;6;Viewer;Pied Piper;TRUE;leo.johnson4043@example.com
4222;David;Moore;14;Developer;Hooli;TRUE;david.moore4222@example.com
1878;Bob;White;9;Support;Dunder Mifflin;TRUE;bob.white1878@example.com
6957;Bob;Brown;1;Admin;Acme Corp;TRUE;bob.brown6957@example.com
9691;Frank;Thomas;2;Manager;Globex;TRUE;frank.thomas9691@example.com
1904;Tina;Moore;12;Editor;Initech;FALSE;tina.moore1904@example.com
173;Yara;Thomas;9;Analyst;Soylent Corp;TRUE;yara.thomas173@example.com
7812;Mia;Thompson;3;Viewer;Vandelay Industries;TRUE;mia.thompson7812@example.com
8707;Yara;Smith;4;Support;Acme Corp;FALSE;yara.smith8707@example.com
5549;Grace;Smith;2;Developer;Soylent Corp;TRUE;grace.smith5549@example.com
3492;Wendy;Harris;12;Developer;Hooli;TRUE;wendy.harris3492@example.com
3878;Zach;Williams;4;Viewer;Acme Corp;TRUE;zach.williams3878@example.com
1369;Henry;Thompson;18;Analyst;Vandelay Industries;TRUE;henry.thompson1369@example.com
4120;Irene;Thomas;1;Developer;Massive Dynamic;TRUE;irene.thomas4120@example.com
1021;Sam;Jackson;17;Editor;Pied Piper;FALSE;sam.jackson1021@example.com
7298;Xavier;Wright;16;Analyst;Umbrella;TRUE;xavier.wright7298@example.com
8702;Nathan;Williams;3;Editor;Globex;FALSE;nathan.williams8702@example.com
907;Jack;Wright;14;Manager;Initech;TRUE;jack.wright907@example.com
77;Jack;Johnson;7;Support;Initech;TRUE;jack.johnson77@example.com
6989;Karen;King;3;Manager;Vandelay Industries;FALSE;karen.king6989@example.com
7718;Paul;White;17;Manager;Initech;TRUE;paul.white7718@example.com
8826;Bob;Allen;1;Editor;Vandelay Industries;TRUE;bob.allen8826@example.com
4087;Tina;Williams;6;Support;Initech;TRUE;tina.williams4087@example.com
7598;Grace;Wright;9;Analyst;Dunder Mifflin;FALSE;grace.wright7598@example.com
2761;Irene;Williams;1;Support;Initech;TRUE;irene.williams2761@example.com
9745;Paul;White;15;Analyst;Globex;TRUE;paul.white9745@example.com
5745;Henry;Martin;2;Support;Hooli;FALSE;henry.martin5745@example.com
3382;Frank;Jones;7;Developer;Initech;FALSE;frank.jones3382@example.com
7061;Eva;Baker;1;Analyst;Dunder Mifflin;FALSE;eva.baker7061@example.com
841;Nathan;Anderson;12;Editor;Pied Piper;TRUE;nathan.anderson841@example.com
8234;Henry;Anderson;11;Editor;Pied Piper;TRUE;henry.anderson8234@example.com
944;Eva;Garcia;9;Manager;Vandelay Industries;TRUE;eva.garcia944@example.com
1687;Leo;Wright;3;Developer;Globex;TRUE;leo.wright1687@example.com
5421;Frank;Johnson;8;Support;Globex;TRUE;frank.johnson5421@example.com
564;Mia;Young;18;Manager;Umbrella;FALSE;mia.young564@example.com
7951;Bob;Harris;9;Manager;Pied Piper;TRUE;bob.harris7951@example.com
9818;Zach;Wright;4;Manager;Dunder Mifflin;TRUE;zach.wright9818@example.com
7787;Xavier;Jackson;14;Developer;Vandelay Industries;TRUE;xavier.jackson7787@example.com
7774;Jack;Taylor;7;Viewer;Massive Dynamic;FALSE;jack.taylor7774@example.com
842;Quinn;Anderson;7;Manager;Umbrella;TRUE;quinn.anderson842@example.com
6821;Nathan;Jones;2;Editor;Dunder Mifflin;TRUE;nathan.jones6821@example.com
7411;David;Jackson;11;Support;Vandelay Industries;TRUE;david.jackson7411@example.com
3256;Zach;Green;14;Analyst;Pied Piper;TRUE;zach.green3256@example.com
1363;Xavier;Davis;4;Developer;Globex;TRUE;xavier.davis1363@example.com
2340;Olivia;Brown;4;Manager;Dunder Mifflin;FALSE;olivia.brown2340@example.com
3452;Frank;Jackson;8;Admin;Initech;TRUE;frank.jackson3452@example.com
6406;Nathan;Davis;4;Viewer;Pied Piper;FALSE;nathan.davis6406@example.com
1787;Wendy;Martin;9;Editor;Globex;TRUE;wendy.martin1787@example.com
601;Xavier;Allen;5;Developer;Dunder Mifflin;FALSE;xavier.allen601@example.com
9284;Yara;Davis;11;Support;Vandelay Industries;TRUE;yara.davis9284@example.com
556;Paul;Taylor;5;Editor;Dunder Mifflin;TRUE;paul.taylor556@example.com
966;Bob;Wright;12;Admin;Vandelay Industries;TRUE;bob.wright966@example.com
5717;Grace;Wright;5;Developer;Globex;FALSE;grace.wright5717@example.com
478;Sam;Jones;18;Editor;Initech;TRUE;sam.jones478@example.com
3842;Paul;Harris;18;Viewer;Globex;TRUE;paul.harris3842@example.com
4301;Leo;Johnson;9;Editor;Vandelay Industries;TRUE;leo.johnson4301@example.com
5241;Uma;Scott;7;Viewer;Vandelay Industries;FALSE;uma.scott5241@example.com
5591;Victor;Harris;11;Manager;Umbrella;TRUE;victor.harris5591@example.com
2431;Leo;Scott;16;Admin;Vandelay Industries;TRUE;leo.scott2431@example.com
3973;Paul;Miller;9;Support;Soylent Corp;FALSE;paul.miller3973@example.com
1845;Quinn;Young;3;Developer;Soylent Corp;TRUE;quinn.young1845@example.com
1627;Quinn;Jones;13;Admin;Vandelay Industries;TRUE;quinn.jones1627@example.com
1810;Yara;Thompson;1;Analyst;Dunder Mifflin;TRUE;yara.thompson1810@example.com
1955;Wendy;Martin;12;Viewer;Pied Piper;TRUE;wendy.martin1955@example.com
471;Paul;Scott;10;Analyst;Vandelay Industries;TRUE;paul.scott471@example.com
7750;Uma;Garcia;4;Editor;Acme Corp;TRUE;uma.garcia7750@example.com
1067;Alice;Baker;11;Manager;Dunder Mifflin;TRUE;alice.baker1067@example.com
5526;Victor;Harris;16;Admin;Massive Dynamic;TRUE;victor.harris5526@example.com
4704;Leo;Brown;12;Editor;Vandelay Industries;FALSE;leo.brown4704@example.com
7832;Mia;Martin;10;Support;Initech;TRUE;mia.martin7832@example.com
2198;Leo;Williams;5;Admin;Globex;TRUE;leo.williams2198@example.com
5040;Zach;Williams;7;Manager;Massive Dynamic;TRUE;zach.williams5040@example.com
2;Eva;Johnson;9;Analyst;Umbrella;TRUE;eva.johnson2@example.com
6257;Leo;Williams;14;Admin;Umbrella;TRUE;leo.williams6257@example.com
8139;Leo;Brown;10;Viewer;Dunder Mifflin;TRUE;leo.brown8139@example.com
5402;Wendy;Baker;18;Manager;Vandelay Industries;FALSE;wendy.baker5402@example.com
2649;Zach;Harris;13;Support;Hooli;TRUE;zach.harris2649@example.com
5833;Grace;Jones;9;Support;Globex;TRUE;grace.jones5833@example.com
104;Grace;Miller;7;Analyst;Initech;TRUE;grace.miller104@example.com
4775;Yara;Smith;14;Editor;Vandelay Industries;TRUE;yara.smith4775@example.com
8868;Frank;Martinez;11;Analyst;Hooli;TRUE;frank.martinez8868@example.com
2037;Olivia;Harris;18;Manager;Soylent Corp;TRUE;olivia.harris2037@example.com
8320;Sam;Anderson;9;Admin;Umbrella;TRUE;sam.anderson8320@example.com
8788;Victor;Jones;3;Admin;Initech;TRUE;victor.jones8788@example.com
4041;Henry;Davis;4;Admin;Soylent Corp;FALSE;henry.davis4041@example.com
7037;Rachel;Williams;16;Viewer;Umbrella;TRUE;rachel.williams7037@example.com
468;Victor;Moore;15;Support;Vandelay Industries;TRUE;victor.moore468@example.com
7331;David;Young;6;Analyst;Initech;TRUE;david.young7331@example.com
3656;Grace;Smith;6;Support;Soylent Corp;TRUE;grace.smith3656@example.com
3048;Henry;Jones;11;Analyst;Pied Piper;FALSE;henry.jones3048@example.com
1137;Alice;Harris;6;Analyst;Vandelay Industries;TRUE;alice.harris1137@example.com
474;Olivia;Moore;14;Support;Massive Dynamic;TRUE;olivia.moore474@example.com
8570;Victor;Allen;4;Analyst;Vandelay Industries;FALSE;victor.allen8570@example.com
5220;Tina;Smith;16;Analyst;Hooli;TRUE;tina.smith5220@example.com
9479;Xavier;Jackson;3;Viewer;Vandelay Industries;TRUE;xavier.jackson9479@example.com
6237;Rachel;Martinez;14;Developer;Dunder Mifflin;TRUE;rachel.martinez6237@example.com
6466;Mia;Jones;11;Analyst;Acme Corp;TRUE;mia.jones6466@example.com
2988;Irene;Williams;13;Support;Hooli;TRUE;irene.williams2988@example.com
3583;Tina;Harris;18;Analyst;Globex;TRUE;tina.harris3583@example.com
3741;Zach;Williams;7;Admin;Vandelay Industries;TRUE;zach.williams3741@example.com
9251;Tina;Johnson;2;Viewer;Massive Dynamic;TRUE;tina.johnson9251@example.com
5535;Zach;Green;18;Editor;Acme Corp;TRUE;zach.green5535@example.com
2066;Eva;Williams;2;Viewer;Umbrella;TRUE;eva.williams2066@example.com
8875;Karen;Davis;9;Editor;Pied Piper;FALSE;karen.davis8875@example.com
3214;Carol;White;2;Manager;Dunder Mifflin;FALSE;carol.white3214@example.com
8215;Irene;Scott;3;Support;Initech;TRUE;irene.scott8215@example.com
1575;Rachel;Thomas;8;Viewer;Initech;FALSE;rachel.thomas1575@example.com
6405;Alice;Wright;3;Support;Initech;TRUE;alice.wright6405@example.com
5809;Yara;Thompson;12;Developer;Massive Dynamic;TRUE;yara.thompson5809@example.com
5;Jack;White;1;Editor;Pied Piper;FALSE;jack.white5@example.com
4897;Paul;Harris;3;Developer;Dunder Mifflin;TRUE;paul.harris4897@example.com
795;Yara;Garcia;5;Developer;Umbrella;TRUE;yara.garcia795@example.com
8186;Alice;Brown;7;Viewer;Acme Corp;TRUE;alice.brown8186@example.com
1693;Mia;Allen;10;Viewer;Vandelay Industries;TRUE;mia.allen1693@example.com
7923;Grace;Taylor;9;Editor;Hooli;TRUE;grace.taylor7923@example.com
4202;Zach;Wilson;2;Editor;Hooli;TRUE;zach.wilson4202@example.com
3400;Olivia;Moore;18;Manager;Initech;TRUE;olivia.moore3400@example.com
9417;Jack;White;12;Support;Globex;FALSE;jack.white9417@example.com
9670;Xavier;Brown;1;Viewer;Hooli;TRUE;xavier.brown9670@example.com
5652;Victor;Moore;13;Support;Acme Corp;TRUE;victor.moore5652@example.com
7120;Wendy;Jackson;4;Editor;Pied Piper;TRUE;wendy.jackson7120@example.com
2699;Mia;Taylor;1;Viewer;Dunder Mifflin;TRUE;mia.taylor2699@example.com
6359;Uma;Martinez;18;Viewer;Massive Dynamic;TRUE;uma.martinez6359@example.com
4357;Zach;Taylor;15;Editor;Soylent Corp;TRUE;zach.taylor4357@example.com
9333;Quinn;Smith;7;Editor;Globex;TRUE;quinn.smith9333@example.com
9515;Frank;Jackson;11;Editor;Umbrella;TRUE;frank.jackson9515@example.com
9881;Rachel;Allen;15;Analyst;Hooli;TRUE;rachel.allen9881@example.com
7893;Eva;Martin;16;Admin;Acme Corp;TRUE;eva.martin7893@example.com
7855;Henry;Taylor;14;Manager;Massive Dynamic;TRUE;henry.taylor7855@example.com
4767;Xavier;Brown;2;Admin;Initech;TRUE;xavier.brown4767@example.com
5815;Jack;Anderson;9;Analyst;Vandelay Industries;FALSE;jack.anderson5815@example.com
4081;Bob;Jackson;3;Support;Massive Dynamic;TRUE;bob.jackson4081@example.com
5868;Alice;Anderson;11;Viewer;Umbrella;TRUE;alice.anderson5868@example.com
9776;Rachel;Allen;2;Admin;Umbrella;FALSE;rachel.allen9776@example.com
3509;Frank;Williams;8;Editor;Globex;FALSE;frank.williams3509@example.com
3732;Zach;Johnson;10;Viewer;Vandelay Industries;TRUE;zach.johnson3732@example.com
1269;Jack;Wright;14;Manager;Vandelay Industries;TRUE;jack.wright1269@example.com
8783;Irene;Wilson;7;Support;Soylent Corp;FALSE;irene.wilson8783@example.com
4272;Frank;Martinez;5;Viewer;Initech;TRUE;frank.martinez4272@example.com
1422;Leo;Brown;14;Support;Globex;TRUE;leo.brown1422@example.com
6050;Mia;Brown;17;Analyst;Massive Dynamic;TRUE;mia.brown6050@example.com
1386;Wendy;Martin;4;Support;Initech;TRUE;wendy.martin1386@example.com
3199;Karen;Thompson;10;Viewer;Initech;TRUE;karen.thompson3199@example.com
9866;Olivia;Harris;13;Support;Soylent Corp;TRUE;olivia.harris9866@example.com
461;Zach;Smith;15;Developer;Pied Piper;TRUE;zach.smith461@example.com
5131;Sam;Smith;1;Editor;Vandelay Industries;TRUE;sam.smith5131@example.com
7236;Sam;Smith;5;Manager;Acme Corp;TRUE;sam.smith7236@example.com
4512;Sam;Davis;6;Manager;Hooli;TRUE;sam.davis4512@example.com
1745;Zach;Johnson;3;Analyst;Dunder Mifflin;TRUE;zach.johnson1745@example.com
9951;Frank;Miller;2;Viewer;Soylent Corp;TRUE;frank.miller9951@example.com
2843;Nathan;Brown;8;Manager;Pied Piper;TRUE;nathan.brown2843@example.com
8330;Karen;Scott;10;Support;Massive Dynamic;TRUE;karen.scott8330@example.com
