id;prenom;nom;region;fonction;organisme;actif;Email
9305;Victor;Davis;1;Analyst;Acme Corp;TRUE;victor.davis9305@example.com
3331;Carol;Thomas;12;Developer;Umbrella;TRUE;carol.thomas3331@example.com
2757;Eva;Thompson;8;Analyst;Soylent Corp;TRUE;eva.thompson2757@example.com
5346;Zach;Thomas;8;Developer;Dunder Mifflin;TRUE;zach.thomas5346@example.com
3030;Henry;Martin;1;Support;Vandelay Industries;TRUE;henry.martin3030@example.com
3940;Uma;Smith;3;Support;Vandelay Industries;TRUE;uma.smith3940@example.com
7133;Leo;Martinez;6;Analyst;Pied Piper;TRUE;leo.martinez7133@example.com
3731;Paul;Young;9;Viewer;Dunder Mifflin;TRUE;paul.young3731@example.com
831;Alice;Allen;2;Manager;Initech;TRUE;alice.allen831@example.com
5;Jack;White;1;Editor;Pied Piper;FALSE;jack.white5@example.com
1027;Uma;Davis;14;Viewer;Massive Dynamic;TRUE;uma.davis1027@example.com
5628;Wendy;Wilson;11;Manager;Pied Piper;TRUE;wendy.wilson5628@example.com
1206;Eva;King;6;Viewer;Initech;TRUE;eva.king1206@example.com
1010;Xavier;King;6;Viewer;Globex;TRUE;xavier.king1010@example.com
8744;Leo;Moore;5;Manager;Dunder Mifflin;TRUE;leo.moore8744@example.com
8276;Sam;Moore;9;Editor;Massive Dynamic;FALSE;sam.moore8276@example.com
5997;Jack;Scott;9;Developer;Hooli;TRUE;jack.scott5997@example.com
8849;Tina;Davis;12;Manager;Soylent Corp;FALSE;tina.davis8849@example.com
6352;Xavier;Jackson;8;Developer;Pied Piper;FALSE;xavier.jackson6352@example.com
2579;Yara;Thomas;15;Admin;Dunder Mifflin;TRUE;yara.thomas2579@example.com
558;Paul;Anderson;12;Manager;Umbrella;TRUE;paul.anderson558@example.com
1410;Eva;Brown;3;Analyst;Massive Dynamic;FALSE;eva.brown1410@example.com
2373;Alice;Miller;13;Support;Hooli;TRUE;alice.miller2373@example.com
4281;Yara;Thomas;9;Viewer;Hooli;TRUE;yara.thomas4281@example.com
7646;Paul;Jones;2;Developer;Massive Dynamic;TRUE;paul.jones7646@example.com
7868;Uma;Wright;14;Support;Vandelay Industries;FALSE;uma.wright7868@example.com
859;Xavier;Thompson;8;Viewer;Vandelay Industries;TRUE;xavier.thompson859@example.com
6328;Bob;Martinez;8;Viewer;Massive Dynamic;TRUE;bob.martinez6328@example.com
1864;Olivia;Baker;7;Viewer;Initech;TRUE;olivia.baker1864@example.com
365;Leo;White;14;Admin;Massive Dynamic;TRUE;leo.white365@example.com
9556;Wendy;Taylor;10;Admin;Hooli;FALSE;wendy.taylor9556@example.com
4814;Olivia;Taylor;18;Admin;Dunder Mifflin;TRUE;olivia.taylor4814@example.com
893;Victor;Green;8;Developer;Vandelay Industries;FALSE;victor.green893@example.com
5610;Rachel;Martin;10;Manager;Globex;TRUE;rachel.martin5610@example.com
9204;Olivia;Davis;7;Manager;Hooli;TRUE;olivia.davis9204@example.com
884;Mia;Martin;13;Viewer;Hooli;TRUE;mia.martin884@example.com
8178;Eva;Williams;10;Viewer;Initech;TRUE;eva.williams8178@example.com
4679;Tina;Martin;9;Analyst;Soylent Corp;TRUE;tina.martin4679@example.com
1614;Mia;White;3;Analyst;Vandelay Industries;TRUE;mia.white1614@example.com
7902;Karen;Johnson;2;Manager;Vandelay Industries;TRUE;karen.johnson7902@example.com
6209;Leo;Brown;11;Support;Initech;TRUE;leo.brown6209@example.com
3882;Xavier;Martin;12;Developer;Massive Dynamic;FALSE;xavier.martin3882@example.com
671;Sam;Thomas;8;Analyst;Hooli;TRUE;sam.thomas671@example.com
321;Bob;Jackson;15;Developer;Initech;FALSE;bob.jackson321@example.com
4247;David;Garcia;12;Viewer;Soylent Corp;FALSE;david.garcia4247@example.com
9509;Uma;Scott;18;Editor;Umbrella;TRUE;uma.scott9509@example.com
5757;Irene;King;9;Support;Massive Dynamic;FALSE;irene.king5757@example.com
8436;Leo;Harris;7;Manager;Umbrella;FALSE;leo.harris8436@example.com
5495;Eva;Johnson;5;Analyst;Massive Dynamic;FALSE;eva.johnson5495@example.com
2955;Alice;Garcia;5;Developer;Vandelay Industries;TRUE;alice.garcia2955@example.com
2730;Karen;Baker;7;Viewer;Acme Corp;TRUE;karen.baker2730@example.com
3329;Alice;Thompson;9;Analyst;Massive Dynamic;TRUE;alice.thompson3329@example.com
1034;Sam;Green;2;Viewer;Dunder Mifflin;FALSE;sam.green1034@example.com
95;Eva;Garcia;16;Viewer;Pied Piper;TRUE;eva.garcia95@example.com
2618;Wendy;Moore;13;Viewer;Dunder Mifflin;FALSE;wendy.moore2618@example.com
2677;Leo;Anderson;1;Support;Umbrella;TRUE;leo.anderson2677@example.com
2572;Mia;Jackson;15;Support;Dunder Mifflin;FALSE;mia.jackson2572@example.com
5280;Leo;Harris;16;Admin;Globex;TRUE;leo.harris5280@example.com
636;Rachel;Smith;8;Admin;Acme Corp;TRUE;rachel.smith636@example.com
2042;Leo;Anderson;5;Support;Hooli;TRUE;leo.anderson2042@example.com
3516;Carol;Wright;11;Editor;Globex;TRUE;carol.wright3516@example.com
6822;Grace;Martinez;2;Developer;Initech;FALSE;grace.martinez6822@example.com
7629;David;Harris;8;Editor;Vandelay Industries;TRUE;david.harris7629@example.com
4530;Karen;Scott;12;Editor;Dunder Mifflin;FALSE;karen.scott4530@example.com
3215;Grace;Thompson;5;Analyst;Dunder Mifflin;FALSE;grace.thompson3215@example.com
7992;Olivia;Miller;8;Admin;Hooli;FALSE;olivia.miller7992@example.com
3115;Karen;Smith;6;Support;Vandelay Industries;TRUE;karen.smith3115@example.com
4570;Yara;Allen;1;Editor;Pied Piper;TRUE;yara.allen4570@example.com
468;Victor;Moore;15;Support;Vandelay Industries;TRUE;victor.moore468@example.com
4509;Quinn;Miller;14;Manager;Soylent Corp;FALSE;quinn.miller4509@example.com
8607;David;Johnson;9;Developer;Globex;TRUE;david.johnson8607@example.com
6579;Leo;Martin;14;Viewer;Soylent Corp;FALSE;leo.martin6579@example.com
5764;Eva;Wilson;11;Editor;Globex;TRUE;eva.wilson5764@example.com
4859;Olivia;Wright;10;Editor;Globex;FALSE;olivia.wright4859@example.com
274;David;Miller;16;Support;Massive Dynamic;FALSE;david.miller274@example.com
3320;Xavier;Williams;14;Support;Massive Dynamic;TRUE;xavier.williams3320@example.com
732;Tina;Thompson;5;Editor;Vandelay Industries;TRUE;tina.thompson732@example.com
3064;Alice;Smith;18;Support;Dunder Mifflin;TRUE;alice.smith3064@example.com
4072;Rachel;Miller;15;Editor;Massive Dynamic;TRUE;rachel.miller4072@example.com
325;Paul;Taylor;18;Developer;Globex;FALSE;paul.taylor325@example.com
4857;Uma;Green;4;Admin;Acme Corp;TRUE;uma.green4857@example.com
9819;David;Wright;9;Manager;Acme Corp;TRUE;david.wright9819@example.com
9055;Mia;King;10;Admin;Vandelay Industries;TRUE;mia.king9055@example.com
9739;Karen;Thomas;6;Editor;Acme Corp;FALSE;karen.thomas9739@example.com
8652;Henry;Moore;13;Manager;Vandelay Industries;TRUE;henry.moore8652@example.com
1938;Henry;Green;11;Viewer;Soylent Corp;FALSE;henry.green1938@example.com
206;Quinn;Wilson;8;Admin;Acme Corp;TRUE;quinn.wilson206@example.com
2664;Frank;Johnson;11;Analyst;Dunder Mifflin;TRUE;frank.johnson2664@example.com
201;David;Miller;7;Developer;Massive Dynamic;TRUE;david.miller201@example.com
9510;Quinn;Martinez;8;Support;Initech;TRUE;quinn.martinez9510@example.com
1364;Quinn;Davis;5;Manager;Initech;FALSE;quinn.davis1364@example.com
9032;Karen;Thomas;12;Support;Umbrella;TRUE;karen.thomas9032@example.com
6052;Xavier;Williams;8;Manager;Pied Piper;TRUE;xavier.williams6052@example.com
5149;Quinn;Williams;12;Developer;Acme Corp;TRUE;quinn.williams5149@example.com
6834;Karen;Miller;8;Editor;Soylent Corp;FALSE;karen.miller6834@example.com
873;Leo;Baker;12;Editor;Dunder Mifflin;TRUE;leo.baker873@example.com
1072;Olivia;Young;4;Manager;Massive Dynamic;TRUE;olivia.young1072@example.com
8336;Yara;Brown;6;Admin;Soylent Corp;TRUE;yara.brown8336@example.com
2740;Eva;Wilson;17;Manager;Dunder Mifflin;TRUE;eva.wilson2740@example.com
4238;Rachel;Jackson;10;Admin;Dunder Mifflin;FALSE;rachel.jackson4238@example.com
8163;Mia;Anderson;6;Viewer;Pied Piper;TRUE;mia.anderson8163@example.com
9493;Leo;Allen;15;Analyst;Hooli;FALSE;leo.allen9493@example.com
7384;Xavier;Johnson;15;Admin;Dunder Mifflin;TRUE;xavier.johnson7384@example.com
6934;Sam;Johnson;7;Analyst;Massive Dynamic;FALSE;sam.johnson6934@example.com
3330;Yara;Davis;2;Developer;Pied Piper;TRUE;yara.davis3330@example.com
1176;Sam;Taylor;2;Admin;Massive Dynamic;TRUE;sam.taylor1176@example.com
9349;Bob;Allen;11;Viewer;Soylent Corp;TRUE;bob.allen9349@example.com
7411;David;Jackson;11;Support;Vandelay Industries;TRUE;david.jackson7411@example.com
9152;Xavier;Wright;4;Support;Umbrella;TRUE;xavier.wright9152@example.com
8790;Victor;Thompson;14;Editor;Massive Dynamic;TRUE;victor.thompson8790@example.com
4894;Tina;Thomas;2;Viewer;Globex;FALSE;tina.thomas4894@example.com
2750;Nathan;Jones;3;Editor;Pied Piper;FALSE;nathan.jones2750@example.com
5371;Jack;Martinez;7;Editor;Soylent Corp;TRUE;jack.martinez5371@example.com
6883;Olivia;Garcia;12;Developer;Globex;FALSE;olivia.garcia6883@example.com
8030;Nathan;White;12;Developer;Hooli;FALSE;nathan.white8030@example.com
1061;Uma;Green;1;Support;Massive Dynamic;TRUE;uma.green1061@example.com
1142;Karen;Smith;10;Editor;Soylent Corp;TRUE;karen.smith1142@example.com
1899;Bob;King;16;Editor;Globex;TRUE;bob.king1899@example.com
4672;Frank;Young;4;Editor;Pied Piper;TRUE;frank.young4672@example.com
781;Alice;Baker;6;Admin;Globex;TRUE;alice.baker781@example.com
4102;Leo;Martin;9;Viewer;Initech;TRUE;leo.martin4102@example.com
3018;Irene;Martinez;16;Developer;Massive Dynamic;FALSE;irene.martinez3018@example.com
5164;Eva;Scott;17;Developer;Soylent Corp;TRUE;eva.scott5164@example.com
2833;Henry;Thomas;1;Manager;Hooli;TRUE;henry.thomas2833@example.com
1499;Jack;Green;14;Manager;Soylent Corp;TRUE;jack.green1499@example.com
7473;Wendy;Smith;8;Viewer;Acme Corp;TRUE;wendy.smith7473@example.com
8917;Quinn;Wilson;11;Manager;Pied Piper;TRUE;quinn.wilson8917@example.com
8726;Leo;Moore;5;Support;Acme Corp;TRUE;leo.moore8726@example.com
7757;Wendy;Wilson;4;Support;Initech;TRUE;wendy.wilson7757@example.com
9900;Nathan;Moore;11;Admin;Globex;FALSE;nathan.moore9900@example.com
1701;Victor;Smith;12;Developer;Globex;FALSE;victor.smith1701@example.com
9139;Mia;Garcia;18;Editor;Initech;TRUE;mia.garcia9139@example.com
4625;Grace;Martinez;16;Manager;Initech;TRUE;grace.martinez4625@example.com
3865;Alice;Wilson;1;Analyst;Hooli;TRUE;alice.wilson3865@example.com
4916;Eva;Wright;12;Support;Dunder Mifflin;TRUE;eva.wright4916@example.com
2828;Quinn;Anderson;16;Developer;Acme Corp;TRUE;quinn.anderson2828@example.com
8112;Wendy;Williams;3;Admin;Pied Piper;TRUE;wendy.williams8112@example.com
2874;Olivia;Wright;12;Admin;Soylent Corp;TRUE;olivia.wright2874@example.com
3256;Zach;Green;14;Analyst;Pied Piper;TRUE;zach.green3256@example.com
8772;Leo;Thomas;13;Analyst;Vandelay Industries;TRUE;leo.thomas8772@example.com
8827;Jack;Garcia;2;Support;Acme Corp;FALSE;jack.garcia8827@example.com
334;Karen;Allen;12;Developer;Pied Piper;TRUE;karen.allen334@example.com
9028;Carol;Anderson;4;Viewer;Dunder Mifflin;TRUE;carol.anderson9028@example.com
7194;Nathan;Brown;7;Support;Globex;FALSE;nathan.brown7194@example.com
4201;Zach;Baker;1;Support;Pied Piper;TRUE;zach.baker4201@example.com
617;Paul;Jackson;11;Support;Dunder Mifflin;TRUE;paul.jackson617@example.com
761;Alice;Wright;10;Viewer;Globex;TRUE;alice.wright761@example.com
2977;Henry;Moore;10;Viewer;Soylent Corp;TRUE;henry.moore2977@example.com
6777;Uma;Garcia;9;Admin;Umbrella;TRUE;uma.garcia6777@example.com
7274;Irene;King;10;Viewer;Initech;TRUE;irene.king7274@example.com
1174;Yara;Baker;6;Editor;Acme Corp;TRUE;yara.baker1174@example.com
7043;Zach;Scott;17;Manager;Dunder Mifflin;FALSE;zach.scott7043@example.com
4830;Rachel;Scott;4;Support;Dunder Mifflin;TRUE;rachel.scott4830@example.com
550;Nathan;Garcia;6;Analyst;Massive Dynamic;TRUE;nathan.garcia550@example.com
2812;Quinn;Thomas;12;Viewer;Umbrella;TRUE;quinn.thomas2812@example.com
596;Grace;Jackson;15;Support;Dunder Mifflin;TRUE;grace.jackson596@example.com
5549;Grace;Smith;2;Developer;Soylent Corp;TRUE;grace.smith5549@example.com
4011;Eva;Miller;12;Admin;Initech;TRUE;eva.miller4011@example.com
5284;Rachel;Jones;17;Editor;Hooli;TRUE;rachel.jones5284@example.com
265;Nathan;Smith;2;Admin;Globex;TRUE;nathan.smith265@example.com
4992;Frank;Green;14;Viewer;Acme Corp;TRUE;frank.green4992@example.com
1202;Wendy;Johnson;4;Editor;Massive Dynamic;FALSE;wendy.johnson1202@example.com
6331;Grace;Allen;11;Admin;Dunder Mifflin;TRUE;grace.allen6331@example.com
8527;Irene;King;3;Developer;Soylent Corp;TRUE;irene.king8527@example.com
6275;Mia;King;15;Support;Pied Piper;TRUE;mia.king6275@example.com
7172;Henry;Green;4;Editor;Hooli;FALSE;henry.green7172@example.com
6914;Frank;Miller;7;Support;Acme Corp;TRUE;frank.miller6914@example.com
2707;Xavier;White;16;Editor;Acme Corp;FALSE;xavier.white2707@example.com
4485;Leo;Anderson;7;Developer;Initech;TRUE;leo.anderson4485@example.com
5420;Karen;Baker;15;Manager;Pied Piper;TRUE;karen.baker5420@example.com
8439;Xavier;Garcia;3;Viewer;Dunder Mifflin;FALSE;xavier.garcia8439@example.com
4207;Xavier;Anderson;10;Manager;Dunder Mifflin;TRUE;xavier.anderson4207@example.com
952;Rachel;Thompson;10;Viewer;Massive Dynamic;TRUE;rachel.thompson952@example.com
8273;Quinn;Green;4;Viewer;Acme Corp;TRUE;quinn.green8273@example.com
6138;Olivia;Scott;11;Editor;Initech;FALSE;olivia.scott6138@example.com
4607;Rachel;Young;7;Editor;Massive Dynamic;TRUE;rachel.young4607@example.com
4084;Carol;Smith;18;Manager;Initech;TRUE;carol.smith4084@example.com
3844;Olivia;Baker;15;Manager;Acme Corp;FALSE;olivia.baker3844@example.com
1711;Rachel;Wilson;1;Developer;Initech;TRUE;rachel.wilson1711@example.com
8723;Yara;Jones;1;Developer;Dunder Mifflin;TRUE;yara.jones8723@example.com
173;Yara;Thomas;9;Analyst;Soylent Corp;TRUE;yara.thomas173@example.com
7349;Frank;Williams;14;Developer;Soylent Corp;TRUE;frank.williams7349@example.com
9235;Eva;Scott;6;Support;Globex;TRUE;eva.scott9235@example.com
7110;Uma;Green;11;Analyst;Dunder Mifflin;TRUE;uma.green7110@example.com
7608;Bob;Jackson;11;Manager;Dunder Mifflin;FALSE;bob.jackson7608@example.com
4440;Quinn;White;15;Manager;Vandelay Industries;TRUE;quinn.white4440@example.com
1348;Uma;King;4;Analyst;Soylent Corp;TRUE;uma.king1348@example.com
4777;Karen;Young;2;Support;Soylent Corp;TRUE;karen.young4777@example.com
3644;Victor;Young;8;Viewer;Soylent Corp;TRUE;victor.young3644@example.com
6965;Jack;Miller;13;Developer;Initech;TRUE;jack.miller6965@example.com
3226;Karen;Williams;13;Editor;Vandelay Industries;TRUE;karen.williams3226@example.com
2972;Yara;Wright;1;Analyst;Vandelay Industries;TRUE;yara.wright2972@example.com
9202;Paul;Jones;3;Support;Hooli;TRUE;paul.jones9202@example.com
5161;David;Moore;15;Manager;Pied Piper;TRUE;david.moore5161@example.com
8284;Xavier;Martinez;12;Analyst;Umbrella;TRUE;xavier.martinez8284@example.com
4593;Wendy;Martinez;11;Analyst;Pied Piper;FALSE;wendy.martinez4593@example.com
8619;Carol;Garcia;9;Developer;Initech;FALSE;carol.garcia8619@example.com
3422;Zach;Wright;4;Developer;Umbrella;FALSE;zach.wright3422@example.com
7671;Quinn;White;6;Admin;Initech;TRUE;quinn.white7671@example.com
2189;Mia;Thomas;9;Manager;Globex;TRUE;mia.thomas2189@example.com
1042;Uma;Moore;14;Admin;Massive Dynamic;FALSE;uma.moore1042@example.com
4620;Yara;Wright;6;Viewer;Dunder Mifflin;TRUE;yara.wright4620@example.com
6196;Karen;Jones;3;Editor;Dunder Mifflin;FALSE;karen.jones6196@example.com
1525;Henry;Martin;12;Editor;Umbrella;TRUE;henry.martin1525@example.com
5599;Carol;Brown;13;Manager;Globex;TRUE;carol.brown5599@example.com
2663;Rachel;Thompson;6;Viewer;Acme Corp;TRUE;rachel.thompson2663@example.com
657;Rachel;Brown;13;Viewer;Dunder Mifflin;TRUE;rachel.brown657@example.com
676;Uma;Johnson;16;Analyst;Umbrella;TRUE;uma.johnson676@example.com
6143;Victor;Davis;3;Editor;Hooli;TRUE;victor.davis6143@example.com
5032;Eva;Baker;13;Developer;Dunder Mifflin;TRUE;eva.baker5032@example.com
6128;Victor;White;11;Support;Dunder Mifflin;TRUE;victor.white6128@example.com
2058;Carol;Green;13;Admin;Dunder Mifflin;FALSE;carol.green2058@example.com
5882;Nathan;Scott;13;Support;Soylent Corp;TRUE;nathan.scott5882@example.com
6682;Grace;Smith;11;Manager;Vandelay Industries;TRUE;grace.smith6682@example.com
161;Olivia;Jackson;10;Analyst;Vandelay Industries;TRUE;olivia.jackson161@example.com
4150;Carol;Jones;6;Developer;Vandelay Industries;TRUE;carol.jones4150@example.com
3275;David;Thomas;8;Admin;Pied Piper;TRUE;david.thomas3275@example.com
1763;Alice;Wilson;2;Analyst;Dunder Mifflin;FALSE;alice.wilson1763@example.com
1588;Carol;Garcia;11;Viewer;Pied Piper;TRUE;carol.garcia1588@example.com
8294;Leo;Miller;12;Analyst;Soylent Corp;TRUE;leo.miller8294@example.com
2590;David;Allen;5;Editor;Hooli;TRUE;david.allen2590@example.com
4668;Paul;Williams;9;Analyst;Acme Corp;TRUE;paul.williams4668@example.com
3570;Frank;Garcia;14;Support;Hooli;FALSE;frank.garcia3570@example.com
9261;Quinn;Anderson;4;Manager;Initech;FALSE;quinn.anderson9261@example.com
8559;Henry;Johnson;3;Analyst;Dunder Mifflin;TRUE;henry.johnson8559@example.com
5847;Tina;Johnson;11;Developer;Globex;TRUE;tina.johnson5847@example.com
1160;Carol;Johnson;16;Editor;Soylent Corp;TRUE;carol.johnson1160@example.com
1000;Quinn;Jackson;13;Manager;Umbrella;TRUE;quinn.jackson1000@example.com
4616;Alice;Garcia;15;Analyst;Initech;TRUE;alice.garcia4616@example.com
2125;Uma;Thomas;14;Support;Massive Dynamic;TRUE;uma.thomas2125@example.com
7795;Olivia;Jackson;5;Manager;Hooli;FALSE;olivia.jackson7795@example.com
3431;Carol;Baker;1;Viewer;Globex;TRUE;carol.baker3431@example.com
8671;Tina;Johnson;1;Viewer;Umbrella;TRUE;tina.johnson8671@example.com
8160;Grace;Allen;10;Viewer;Globex;FALSE;grace.allen8160@example.com
9455;Victor;Allen;18;Admin;Umbrella;FALSE;victor.allen9455@example.com
6798;Tina;Moore;12;Editor;Initech;TRUE;tina.moore6798@example.com
1544;Nathan;Miller;15;Support;Dunder Mifflin;TRUE;nathan.miller1544@example.com
4791;Paul;Baker;1;Analyst;Vandelay Industries;TRUE;paul.baker4791@example.com
864;Grace;Scott;15;Manager;Dunder Mifflin;TRUE;grace.scott864@example.com
5561;Rachel;Young;10;Viewer;Dunder Mifflin;TRUE;rachel.young5561@example.com
3044;Karen;Johnson;1;Admin;Dunder Mifflin;TRUE;karen.johnson3044@example.com
9559;Frank;Thomas;4;Analyst;Massive Dynamic;FALSE;frank.thomas9559@example.com
3253;David;Anderson;6;Admin;Vandelay Industries;TRUE;david.anderson3253@example.com
5227;Uma;Anderson;4;Analyst;Soylent Corp;FALSE;uma.anderson5227@example.com
1321;Leo;Jones;5;Developer;Massive Dynamic;FALSE;leo.jones1321@example.com
6223;Xavier;Miller;7;Admin;Globex;TRUE;xavier.miller6223@example.com
1987;Jack;White;4;Support;Globex;TRUE;jack.white1987@example.com
2360;Zach;Smith;8;Developer;Acme Corp;FALSE;zach.smith2360@example.com
2699;Mia;Taylor;1;Viewer;Dunder Mifflin;TRUE;mia.taylor2699@example.com
4769;Jack;Johnson;16;Editor;Soylent Corp;TRUE;jack.johnson4769@example.com
5615;Paul;Wilson;11;Viewer;Umbrella;FALSE;paul.wilson5615@example.com
2660;Irene;Taylor;10;Admin;Soylent Corp;TRUE;irene.taylor2660@example.com
6529;Quinn;Davis;2;Admin;Umbrella;TRUE;quinn.davis6529@example.com
5510;Quinn;Moore;16;Developer;Vandelay Industries;TRUE;quinn.moore5510@example.com
4577;Sam;Baker;15;Admin;Acme Corp;FALSE;sam.baker4577@example.com
6377;Quinn;Davis;15;Viewer;Vandelay Industries;FALSE;quinn.davis6377@example.com
7312;Jack;Allen;6;Developer;Dunder Mifflin;TRUE;jack.allen7312@example.com
5876;Henry;Martin;1;Viewer;Dunder Mifflin;TRUE;henry.martin5876@example.com
